key,value 
3864,10
7535,2
651,9
6484,11
3218,11
7631,15
250,1
4155,5
4260,3
7735,14
7738,12
6862,5
3568,13
4243,12
9013,12
2878,4
6718,5
8544,7
5940,11
9864,15
9457,13
9709,9
5299,7
1018,11
1082,10
2362,6
494,4
5502,4
2763,15
2149,14
515,12
1021,15
8308,6
8717,5
4087,13
926,7
4718,6
6227,3
2491,9
7216,10
2879,7
8344,6
8290,10
9345,14
6215,7
8605,5
4242,7
8208,3
3548,8
4505,5
1482,7
2739,13
9388,13
492,5
7849,14
4278,5
1336,8
8859,13
9207,15
8885,4
2878,10
4835,10
2447,4
5731,10
1905,4
1117,6
9335,7
1471,15
509,2
7235,7
5902,8
4863,10
5217,4
2817,11
6477,5
7760,1
4495,15
7032,8
455,4
4537,5
3861,7
6236,12
4297,2
1518,1
8152,15
1049,3
7880,9
7904,8
4457,13
878,3
2683,2
5505,1
1049,7
8709,15
4778,6
8609,11
1327,7
9426,13
9229,7
4560,5
4299,6
2888,8
1889,10
3523,14
1408,12
5681,10
1145,12
3697,10
6238,2
4874,9
4891,12
3376,7
2717,1
4126,7
8085,4
6842,5
1079,7
6341,6
759,10
4975,9
4315,8
571,15
4842,9
7152,1
7091,9
4329,10
5674,12
7631,15
6030,1
3631,6
4516,5
2155,7
1573,10
8808,1
4485,8
3069,9
9068,13
2735,8
1227,15
216,12
7307,1
9237,8
8257,2
3343,12
9706,2
1995,2
9778,4
755,7
3092,14
6222,6
2227,13
5523,14
9420,8
281,10
3616,7
5976,8
525,6
4288,15
5979,3
7190,10
8883,15
9480,8
2163,14
7321,13
7564,7
6808,9
111,13
3498,7
3371,4
254,8
7005,10
6894,3
7340,13
642,8
2611,11
7464,2
1486,5
2964,3
9166,2
9571,6
8101,1
3474,4
2960,15
5859,1
6343,6
7127,15
318,5
2672,6
9548,13
2916,1
4313,4
2181,7
5802,13
4837,4
6017,11
1355,7
328,15
2835,8
405,8
5120,9
2286,9
4215,14
6374,3
1784,15
2872,3
7618,4
2086,5
9771,7
9187,3
8321,9
6215,11
6255,12
580,15
1977,10
609,14
9049,7
6987,9
9810,10
3503,15
6823,12
2112,11
5477,3
6385,7
8975,12
6399,13
2851,15
5875,8
519,5
3882,15
8225,5
6,4
6823,4
4338,13
7850,4
4538,2
6432,7
8344,11
3282,7
8101,14
4635,14
9748,9
2836,11
1527,6
8235,5
5265,9
4783,5
3447,8
3154,8
5337,6
3363,14
9512,8
2311,3
940,13
942,15
6956,14
5766,14
6529,8
9999,1
4118,3
7345,6
9088,12
9438,7
5486,7
5612,7
1191,7
4080,11
4390,5
5400,1
6311,12
1115,12
4847,2
2411,10
9615,3
3140,2
1184,15
7526,2
8380,9
4159,6
4829,11
5399,6
2223,12
1645,12
7778,7
7087,9
1905,9
8174,5
361,12
8680,10
5604,4
3588,9
1528,7
8630,9
3807,1
2935,14
7351,9
2863,14
552,4
9774,6
6843,4
8141,15
8873,2
9207,9
7213,5
9134,15
7347,4
1448,8
4698,5
692,11
7673,2
127,12
9522,1
9548,7
921,10
5334,1
2497,1
166,14
8514,14
1417,15
7135,8
5753,12
1855,7
1297,2
332,13
9253,4
1168,6
652,1
6787,2
7403,7
7861,13
991,10
3725,1
8233,4
4381,7
9959,6
2764,15
8125,1
9761,11
9617,15
9256,1
2979,13
6298,10
2963,15
7516,1
4242,1
654,12
7703,9
8875,9
8164,9
6164,7
2453,8
7222,15
5938,4
4116,4
8672,1
608,11
7574,4
4565,7
6152,14
2849,4
3498,14
1209,9
8426,3
9661,14
570,6
292,3
406,3
4597,4
3117,10
592,12
5418,5
9908,14
1924,8
5379,4
998,15
822,10
4429,5
1158,3
5494,15
734,12
1673,10
356,7
1582,14
4597,5
9202,2
6339,11
983,11
9125,4
5290,9
8051,15
5784,5
3300,8
3744,14
1360,2
4497,4
268,3
330,12
9713,13
101,6
7714,2
758,12
7533,1
9554,10
2093,1
5358,14
276,12
1672,15
3607,14
6121,7
4917,3
5520,3
8500,11
3218,14
3699,14
9728,14
811,5
4410,6
4345,3
7832,5
9851,2
4319,15
9952,14
9157,10
7044,8
1810,10
514,14
3400,2
8063,7
3739,6
4493,9
4414,8
1699,1
8943,1
8016,10
9251,2
2456,11
7871,13
7938,15
3129,9
2482,15
1861,3
5120,7
5337,3
1080,1
3913,13
7180,14
6310,7
1028,1
5379,7
314,14
6121,3
2775,8
6597,10
3290,2
1709,10
8779,13
7835,11
3758,8
772,14
2853,7
8905,11
7008,9
232,10
9970,13
1094,14
7343,11
8414,10
9958,5
1214,9
6933,1
9454,2
3519,7
9661,6
4578,6
7016,5
4588,5
8067,1
7980,9
3740,1
3302,14
8144,9
4665,8
5322,4
411,7
1785,3
3622,1
9637,5
5473,8
6566,13
99,12
2131,12
1580,15
7749,3
7576,10
5947,13
9735,11
1360,4
4285,5
9644,13
1078,9
7373,9
3215,7
6493,14
1736,3
8317,9
6990,9
5244,14
4491,11
7832,15
6601,13
1825,15
261,1
6666,2
7162,1
7419,14
2608,7
8445,7
5322,15
6156,11
589,6
6578,12
5997,13
6054,9
9488,1
9411,2
7637,8
7564,9
5556,14
8797,4
7288,2
3833,9
8021,6
8221,8
8116,3
9612,2
8242,7
8364,9
4853,13
6450,11
8990,4
2204,2
2020,13
3266,10
6718,5
3763,12
4051,6
3489,8
9521,14
5563,3
7596,1
9492,10
5061,11
6734,14
4326,5
9099,8
1966,14
4083,12
2711,13
9880,15
7855,9
8384,11
9355,1
2353,15
3635,2
964,11
8434,2
9745,6
8683,6
3886,10
8331,8
9196,6
6468,11
3030,13
5225,3
8542,11
1029,12
4492,3
697,15
9818,4
523,5
755,3
4307,3
8320,1
3991,8
9430,5
6128,9
7152,8
8226,7
6675,14
8575,14
4178,15
2484,13
1901,1
2453,13
8526,11
8300,8
4361,4
352,5
4890,3
2519,4
7228,8
4389,11
6224,3
5889,13
3150,6
8812,13
1103,5
9432,13
4195,3
3114,1
1463,9
5732,12
9714,13
7250,11
1779,3
7711,1
8677,8
3571,5
3369,5
443,5
6103,14
3900,11
8445,14
3522,15
2160,2
3779,3
6091,2
1775,1
4605,3
6839,7
8525,1
1200,13
5635,10
9462,14
8834,2
1317,11
6718,15
3223,12
3905,10
1076,3
7235,4
987,10
1538,3
6045,14
9650,4
1374,5
9163,14
4830,6
9756,6
8326,11
6078,4
7329,12
5299,8
2081,15
9893,3
3413,7
1492,10
1285,14
9882,14
9843,7
3891,2
7891,4
7084,13
9038,10
1433,8
6121,4
653,12
6186,1
6069,15
7704,9
8276,5
1137,10
6492,10
4342,8
6697,2
7677,13
5748,6
3799,8
8807,13
2995,6
3392,2
2330,4
6729,15
273,13
7575,13
3749,8
39,5
3891,12
7222,15
2379,1
3319,13
6116,6
6251,2
229,7
6629,7
6407,5
3620,3
6857,1
1906,5
5314,3
1124,3
2533,1
5964,5
4468,3
3744,5
1673,7
3492,5
4394,4
7475,15
148,6
9863,2
6001,13
8560,12
4316,2
5904,4
3386,14
6755,3
5489,13
9875,12
4161,14
6843,1
622,10
9432,11
1412,2
2060,6
4563,5
5638,5
50,4
5150,12
6192,2
8410,3
8460,11
1619,10
8929,4
2956,13
5600,13
7776,13
7454,8
1768,9
1729,15
435,6
1908,15
4226,3
5539,3
5677,15
8046,15
9333,1
4020,10
6664,12
2227,14
3606,7
9660,3
4723,1
2836,6
495,8
9431,9
8740,14
5387,12
3037,13
3535,12
2722,4
4603,5
5344,3
8383,11
5710,12
9405,1
5633,13
7035,10
8807,2
1755,10
2931,3
7404,3
4851,4
9923,5
8857,5
8670,5
8471,5
37,2
3453,13
8610,12
957,15
6706,7
7559,10
2865,10
3728,11
9000,8
9148,5
6543,11
151,6
9272,7
8317,5
3944,5
9567,6
5790,10
6727,4
4565,15
1203,2
4060,12
7809,1
5527,1
2607,11
9770,10
339,15
6753,10
8198,1
5424,6
6041,13
1526,15
1605,3
5405,8
6454,10
5327,9
5461,5
1398,2
1393,5
9724,2
3661,3
9879,2
2385,13
7980,2
3886,12
5898,8
3922,8
9499,6
3132,15
5331,10
2511,3
1115,4
978,12
9414,10
4436,1
6538,9
5302,7
2366,2
1546,14
5073,4
6511,8
3181,10
574,6
4897,1
8909,5
3712,10
3195,10
5227,14
8916,11
7393,14
229,5
5309,9
4018,10
8723,12
1561,7
6055,12
2906,2
8936,15
7691,12
3329,3
5933,14
423,13
2263,14
2415,10
1887,8
1263,1
8595,7
4246,4
3670,15
7173,3
7594,6
5066,4
1049,11
5844,8
9180,13
3031,1
764,12
4814,13
8259,2
2643,6
2077,15
1800,12
5956,9
1759,4
1550,7
891,10
5641,2
8574,14
9383,13
5788,2
5468,13
7219,6
1911,5
8510,1
1108,12
4644,1
7630,9
423,11
637,4
1735,12
2176,12
3212,4
7191,9
9420,15
4407,12
8728,13
8672,4
1405,10
9815,15
1740,15
1483,14
6198,10
1496,11
9544,8
7045,4
9836,10
597,4
3513,3
7231,10
5362,9
6302,13
3234,13
6871,5
6273,8
3380,2
9322,1
2631,3
8234,10
9830,12
6424,3
8091,7
277,9
4394,14
6059,1
1645,2
6988,11
3673,2
1329,5
9416,11
5979,8
8808,9
4387,7
8049,13
57,9
9438,15
5862,14
2618,15
3889,13
7813,8
7803,3
6054,3
2332,13
361,4
1385,12
1087,8
2714,10
2178,5
2979,15
7650,9
7515,10
1171,15
5228,15
7656,3
9417,12
4236,8
6333,2
3670,15
6455,4
5961,11
5332,3
892,15
1993,7
3859,8
5897,3
6708,12
6483,11
8870,7
8055,13
6343,9
425,11
411,15
286,12
3404,2
4320,5
9106,2
7221,3
7153,8
984,4
5160,5
645,9
80,13
3219,5
5485,10
3929,8
4560,14
8270,1
230,8
3541,1
5823,2
1506,3
2133,13
3086,10
140,11
7472,13
7677,4
6537,11
6495,10
6726,14
9369,5
4545,3
16,2
3057,3
7496,9
7497,2
7535,11
3499,7
7428,15
7506,13
5960,8
4008,4
6922,12
1758,10
8046,15
2684,9
7422,11
1645,4
3937,12
341,5
3486,3
7629,15
2894,4
7556,7
409,1
9593,9
5741,1
7830,9
2758,2
4070,11
5251,10
5701,12
2811,10
6602,11
3205,14
6708,4
72,5
6408,2
277,3
3799,8
8131,12
6234,5
6850,1
7168,4
396,1
7800,9
1389,2
4441,2
9235,10
1359,10
380,13
3554,13
5586,5
1077,6
8112,13
2704,7
8560,9
2320,4
9296,11
7143,9
6215,4
4616,2
213,9
4029,10
6627,4
9655,1
9675,8
1876,15
1779,7
2067,5
7389,4
3266,13
5502,9
566,4
9288,5
3536,15
7713,11
6812,2
1610,3
6074,8
4405,6
6635,5
5906,11
5632,12
6819,14
5799,14
9883,13
9810,15
6913,1
8779,11
3493,11
4835,9
5160,4
5221,4
4009,2
7700,4
7717,10
1551,9
4684,14
3390,6
4750,3
7376,15
5686,7
6265,6
9157,11
3806,2
5029,10
9871,12
8214,11
1610,8
2349,3
6891,14
124,11
2001,7
7628,7
4301,2
1243,4
8429,15
1808,2
8408,4
8620,12
9871,11
5815,10
9991,15
544,10
276,7
8066,12
3845,4
4570,14
6398,12
1961,10
253,2
4580,13
5349,9
6426,3
6723,2
8022,13
2402,6
4266,1
6818,9
15,5
1376,11
9995,13
5296,5
9972,5
9695,12
2985,15
8900,1
4170,2
5494,5
5574,3
1061,7
7173,15
5841,11
4108,13
9511,12
3178,8
8298,15
4975,13
557,10
4073,13
8737,4
7513,13
1326,3
6103,6
6192,2
2672,5
7035,8
5480,15
8476,1
8058,12
1922,2
6150,2
8409,15
6209,4
7373,13
5999,6
3360,13
8854,14
3774,10
9881,6
1031,9
133,7
4596,15
6279,15
5453,13
8514,6
4145,10
8917,2
3730,10
5161,9
7902,3
6755,7
6267,14
2541,4
3669,10
6290,13
7947,14
7738,9
8809,5
8023,8
91,3
7538,4
3752,9
8820,4
6047,13
8962,14
5849,2
2651,7
8763,6
8838,7
9946,11
9994,11
6341,15
6138,14
7879,2
34,4
1678,12
1215,11
1345,11
1056,1
4482,13
3205,10
7175,11
6322,4
4180,3
2773,14
4978,6
3847,1
7143,11
262,1
9089,7
2487,8
1871,9
5977,6
9850,9
5588,2
6070,9
9454,8
6685,3
169,4
568,7
6941,11
6842,2
4837,10
9479,15
8961,1
3132,1
2573,14
3680,4
4644,4
7750,11
2536,4
6567,14
8103,5
8890,4
5503,8
1587,12
5450,14
7013,3
6469,7
3780,4
5772,7
9570,10
381,3
3660,2
7608,4
2126,11
3686,10
5364,2
7348,14
5411,13
4980,7
578,9
6069,7
4506,2
2769,11
3571,6
8202,10
3560,3
3243,13
768,5
1117,2
559,6
1954,6
1393,8
4313,11
832,1
9357,9
2411,13
8472,13
3243,15
6641,13
9266,14
6432,5
6871,11
8479,6
293,7
4651,8
1470,9
8869,11
336,9
364,5
2611,13
6064,2
6802,8
1411,6
3420,7
1536,1
3029,11
3023,1
8904,3
667,7
1785,11
8516,15
9105,15
465,9
8301,1
3921,3
5956,4
2706,12
5213,1
5604,7
4297,7
2322,3
9706,12
1803,6
7619,15
2067,10
1699,9
965,3
6699,6
9786,3
1786,1
3265,1
8331,2
2165,2
9309,11
5810,14
979,9
8081,7
5900,7
4784,11
3337,7
9972,8
5255,15
3124,2
7172,8
408,10
3142,11
8866,7
4539,7
8204,9
1135,6
9780,15
5832,6
377,10
9983,5
9802,14
7329,14
4581,1
2467,15
495,6
364,5
4017,7
2304,8
7074,14
8213,7
6294,2
984,15
6279,2
3663,12
41,11
4131,5
530,5
6077,13
1016,12
3050,10
1906,6
5794,10
5316,14
1984,3
1676,9
1438,3
7981,13
7630,2
7847,10
7530,9
5129,2
1866,15
8128,11
6778,14
5067,6
7780,1
8490,14
2517,9
1891,14
4055,9
7962,3
1191,8
4685,1
6511,2
3222,6
1761,14
3565,2
5222,13
750,13
187,10
6250,8
8865,1
9982,13
9166,14
4291,12
5798,13
3850,7
3187,13
8334,1
2075,3
6163,2
6296,7
9157,8
7454,1
6941,8
6580,1
9451,4
7996,6
6044,9
1228,9
3050,8
4542,11
3529,3
7207,8
1837,4
7758,3
9058,10
6001,12
1048,9
7869,8
9899,7
9241,6
8339,6
5888,14
3722,2
4934,11
2217,9
2753,6
4168,9
3564,5
549,5
8317,8
7191,7
5303,14
1078,5
9064,15
7026,8
1538,15
3176,12
740,13
4557,9
9383,1
9048,7
1155,7
5430,7
4240,13
4380,10
1964,12
6362,10
5658,8
3412,8
8016,8
1154,15
3548,6
4404,11
9020,4
6931,12
1511,9
5846,9
2346,5
5581,5
4484,8
1433,9
2128,12
3608,5
2595,9
1101,9
8476,13
6116,14
5613,15
4327,8
4552,3
7103,5
299,7
7395,1
1719,5
5245,13
2162,9
9736,2
8511,4
6973,1
8900,5
9194,14
3514,1
3107,6
8400,8
5164,12
260,13
255,11
6034,13
4330,2
6293,3
3743,14
4255,5
1679,2
691,3
966,8
5697,6
8452,7
3598,4
4059,4
6856,12
8204,6
639,2
2509,15
2807,9
6706,11
2471,2
2064,9
9963,4
4711,2
6801,3
2,5
9313,14
1159,4
9556,9
9445,11
6545,3
4165,3
7775,15
6624,1
8990,10
8340,10
1690,6
9952,14
4316,3
8760,13
7042,10
8166,13
3327,4
1052,6
3832,4
3657,10
5896,15
9682,14
1268,4
1602,5
5495,8
9214,8
2566,13
7319,3
1209,14
2920,12
7398,6
1139,8
5065,5
1434,7
4228,1
2758,4
7657,6
883,13
8894,10
155,5
8587,7
9071,12
2062,15
3108,10
2235,5
554,5
3063,6
4965,10
1392,10
2637,10
4895,1
2817,13
1010,8
4002,4
8198,12
9743,14
8257,13
6149,15
1323,9
7384,11
6310,10
2746,10
560,10
9882,14
9137,1
7640,5
2877,12
9895,2
5466,11
7699,15
9798,11
2364,6
4332,8
2260,1
7221,15
7410,13
4368,1
8929,5
4388,13
4916,10
2772,6
3768,15
7464,10
4132,5
5769,3
662,15
9976,6
7891,6
2363,10
1875,3
2383,10
818,4
9881,13
4417,10
1017,3
2220,12
8889,14
1020,8
8558,13
5088,10
3933,4
2792,4
8253,8
1288,10
4338,14
8265,13
792,5
7178,15
7942,5
8467,15
5363,10
3093,4
5541,7
6895,8
6908,11
3265,1
5962,6
2732,8
2238,14
9521,9
4922,15
5906,4
1546,8
8386,13
3619,5
4644,7
6604,14
6471,9
7624,2
4951,8
4868,10
860,13
6627,13
1982,12
1388,10
5273,5
2444,3
4601,8
8089,10
7982,8
3586,14
1961,1
8714,15
1527,13
743,4
2883,7
6219,9
8502,6
5184,6
9346,9
6694,9
3294,2
5433,9
9056,11
5463,6
9032,3
552,5
609,7
9717,10
3373,11
8795,6
4304,15
8038,2
7133,4
1508,12
1081,5
4035,4
3912,14
5468,3
3636,4
2966,10
2175,13
8260,6
741,1
1355,13
2039,9
5088,5
1515,15
2677,4
6579,11
6715,7
3962,3
901,5
3347,7
6184,3
8554,11
5546,1
663,14
1851,8
6191,9
7613,1
6494,9
5748,14
9112,13
2329,7
6388,10
2498,11
2416,7
412,3
4426,9
1104,14
4335,6
7347,6
7652,12
6199,10
8986,12
4737,15
4577,11
4774,10
3367,13
4304,5
2965,13
5115,5
7468,8
5032,14
9213,2
2890,7
8486,2
9555,15
1971,1
709,15
784,5
101,10
9372,8
5820,11
247,12
8156,13
4722,2
8184,8
8445,13
7543,12
9485,2
794,1
7642,14
6286,1
8711,7
3689,11
3337,5
1804,9
9532,11
2889,11
315,8
6491,12
5642,15
696,13
8374,11
8391,5
9226,5
9854,5
6168,11
6738,6
5665,5
2255,4
6304,4
9168,1
3291,2
4454,4
2917,2
6077,1
8195,6
5078,14
6792,11
8277,10
6288,14
321,12
6291,14
4199,13
2407,10
4836,3
4056,13
7310,11
1360,12
3297,6
7672,10
9291,10
1878,11
7308,14
6012,9
3003,7
1810,14
2401,3
2997,15
99,10
9559,8
6190,8
3728,15
9634,3
3422,4
8436,15
3044,2
8682,8
6792,7
5369,12
5433,3
8973,3
2096,7
5765,8
3221,14
3747,9
375,14
3424,1
2858,15
5705,2
795,14
4412,15
6275,3
1091,15
3480,5
9695,12
2450,4
6655,11
9328,1
6892,15
5743,13
1842,9
6543,11
7706,8
9175,3
625,6
8617,3
8767,14
4505,3
8353,15
2617,3
994,10
4680,14
4105,11
9707,6
6003,4
2695,11
3171,6
6022,10
2795,8
7872,9
3731,7
7901,13
3829,8
7629,15
4239,8
9331,15
9265,9
2091,12
6701,15
9909,3
2133,5
8354,4
6342,9
6162,2
5250,10
8668,3
2442,5
5483,12
6666,8
9196,10
3856,4
9267,7
1036,15
2277,12
2565,5
7389,7
3615,3
1999,14
408,5
9066,15
1445,11
2079,1
2932,14
5995,1
8821,8
4441,5
4110,7
6530,15
7491,13
7007,6
5682,1
5484,6
1134,1
8223,13
4473,1
3372,4
114,3
2896,5
2024,10
7868,7
2052,9
8835,14
5057,15
924,13
725,4
8743,11
1520,4
3234,8
8313,14
8923,9
5248,9
8012,7
2265,10
9077,5
5966,11
7192,3
7086,5
2525,3
9808,4
9660,5
4557,13
1155,6
360,7
631,15
7357,5
3381,15
375,11
3427,8
4585,7
6592,15
3334,8
7446,10
701,12
5252,7
6694,8
6802,4
5422,11
2794,5
2182,3
7045,7
2268,5
3584,5
8823,7
16,7
7549,13
2771,12
8740,15
1348,5
1111,15
4552,2
2353,10
8229,15
3040,14
2354,14
7897,2
12,10
22,13
369,11
9375,12
4779,11
1766,9
9486,14
5862,8
2643,6
3382,7
4433,5
5850,11
8288,2
6565,5
4159,4
137,8
3691,8
2550,3
3563,2
7120,14
1526,12
4353,14
8645,1
3929,7
6576,13
7580,12
633,7
8652,14
1173,3
6854,15
9538,15
7258,4
2457,12
8460,5
5523,9
2004,4
4204,4
9189,13
1000,14
9031,1
9237,4
2197,1
7909,14
675,15
5069,8
1749,2
7535,4
8200,14
8127,4
4323,9
8506,10
8315,4
1542,15
3647,10
4072,15
8918,9
4796,2
9682,13
9197,14
2480,5
2428,15
4400,9
8182,11
2656,7
4449,1
8129,2
5071,14
210,5
9721,3
4223,2
8657,11
6490,14
7711,9
5456,15
6266,13
9553,11
339,5
3163,13
5471,2
5324,12
638,1
129,15
87,10
8480,1
2879,2
7047,2
7293,3
8948,5
5912,4
7577,15
8403,12
5510,6
7154,5
3303,12
1560,7
9919,11
5645,3
8783,13
1949,7
3371,1
5939,2
482,7
7109,1
3804,5
5624,8
7419,7
2975,6
5218,5
2764,5
9230,9
7882,3
5799,10
4284,3
7781,7
9487,3
7168,9
4306,4
9938,7
7463,10
9835,4
1742,12
7558,5
6963,8
5738,11
4721,14
7452,6
2550,14
8920,11
6044,14
6852,9
3762,13
2613,1
7352,13
1678,9
8687,4
6198,13
3539,12
876,2
329,4
6843,7
5490,6
7810,3
2681,7
6413,8
907,15
3327,14
2349,13
9078,9
6256,12
3219,10
9894,5
9802,8
3339,7
4671,5
7710,7
2869,7
7974,9
262,12
7342,4
8556,4
6927,2
4724,2
5867,2
796,4
2455,13
8933,9
1327,12
1424,12
120,11
8431,15
9423,11
1068,7
1137,3
1143,5
5780,15
7439,8
2057,1
4608,6
8865,12
5433,7
2952,12
4410,2
9336,6
1460,6
425,10
5109,7
6864,7
5505,3
3509,3
9021,9
8146,5
1911,9
3489,3
525,5
4542,15
2864,10
5307,1
5360,8
8723,5
3695,3
2300,12
4977,9
4889,13
6700,13
6658,12
4120,2
4424,4
80,3
6159,11
1820,8
1249,6
2900,15
8581,4
6070,6
3955,7
6696,14
1144,11
1160,11
4472,4
1015,9
9205,6
858,3
1852,1
9844,8
9429,5
3558,1
5178,4
4988,6
5882,11
4945,7
777,2
6823,15
5642,11
3618,13
1,10
7239,6
8706,3
7338,2
9114,5
3856,1
5055,9
6939,5
4156,6
787,1
2013,7
7897,15
4741,8
4412,10
5206,12
9745,3
6851,13
3882,11
2852,2
1970,4
9040,13
2796,7
4230,6
2162,2
3179,6
7124,15
6708,10
4411,2
924,10
6690,12
9139,6
5471,5
6904,10
7302,5
145,11
1823,11
5157,12
2349,4
2243,3
8221,1
5916,13
3799,9
917,11
2707,13
2944,11
310,8
3135,8
7662,4
8027,4
3646,9
4857,12
748,6
7860,10
8368,15
1998,13
5775,1
8266,10
8928,8
8450,7
3952,7
8458,13
1725,6
8422,6
6345,9
1425,4
305,5
74,7
9976,8
8819,4
5919,11
76,8
6644,12
8998,4
7750,2
2460,2
5428,1
9629,12
2046,4
6042,11
1922,10
6101,12
5255,15
102,8
1030,2
7931,10
3027,14
4280,3
9265,12
5935,6
9025,7
7206,10
1879,11
7547,8
9410,6
4769,1
8292,10
7743,6
3075,12
4705,5
5364,12
4667,10
4295,2
6318,7
16,2
7720,3
2955,14
7343,3
3788,11
2379,8
7453,3
4322,2
5820,1
5497,14
3937,12
3065,1
8018,2
8922,11
8179,1
9684,14
1369,8
6096,2
5918,3
7506,4
4,8
9891,2
9222,2
2231,9
2217,12
465,4
3251,11
7459,3
6930,3
8704,7
7883,3
6866,8
2215,3
8485,14
9418,15
475,10
4413,14
1432,1
416,13
3948,11
8440,10
9103,6
7882,5
7690,8
7845,9
2797,5
8764,8
872,4
9434,1
5474,5
1442,9
7014,15
7486,6
3085,8
1000,3
1267,12
8559,7
5824,5
5218,6
1150,1
1142,11
6616,5
4675,2
1405,2
7214,6
2779,4
8369,12
3115,14
527,4
5745,12
5125,14
4558,7
2756,7
4397,11
6142,1
9928,1
4195,4
5498,2
1534,15
7667,7
8472,3
3849,12
685,14
5097,3
6321,10
4526,9
9056,8
6904,3
8402,7
5463,9
6650,11
3793,12
3638,9
7840,9
782,12
2071,3
1924,13
3879,4
8208,10
6055,10
5573,8
3364,1
5946,10
5529,15
806,13
496,3
8133,5
8175,7
2328,13
9368,8
542,14
6618,13
2056,13
4235,13
3531,1
4380,4
4645,10
7268,7
8642,9
5576,13
9565,3
4170,3
7854,15
8915,2
1552,14
1576,15
5052,14
9246,15
1905,11
5082,10
6523,12
4038,3
1486,12
9716,13
5768,4
3648,12
1612,4
3185,14
9050,14
2755,12
4385,12
5152,2
1971,6
4313,14
1659,7
7640,2
1912,7
8573,12
6389,7
5501,4
7803,11
6575,15
7131,7
5511,6
5018,15
1717,9
7643,10
6496,13
9993,9
1557,14
1087,14
2208,11
3261,1
6259,1
6712,3
8680,10
402,8
75,7
2811,14
2661,2
8361,10
8489,8
2590,6
9668,14
8529,14
5762,15
4104,10
1224,9
4353,3
3851,1
3763,7
196,12
8845,2
5654,10
7415,1
6099,3
9620,14
2389,7
4207,6
5854,14
4083,14
3242,4
2326,8
2052,6
70,4
9757,7
1789,13
2505,6
4064,3
8581,7
8678,14
6529,7
9367,9
9106,13
496,4
1599,3
2708,2
6806,1
1775,6
1224,13
5901,2
8828,2
4832,10
7228,3
9830,13
7132,12
1182,5
7085,3
6262,9
234,5
6216,13
6303,3
7830,11
634,5
3996,7
4707,8
6754,10
4638,7
5972,2
2686,15
9698,14
6557,2
7395,7
8228,5
5370,6
6604,4
6641,2
3985,11
1320,4
4826,2
1199,5
147,10
2853,9
7146,12
2272,12
5689,14
3856,4
4253,2
1980,11
6802,13
2799,9
5345,2
7766,4
2905,13
9814,5
2053,13
6479,15
6510,10
6816,3
9673,4
907,2
8117,2
2010,2
5642,8
7919,14
2095,4
3143,15
4128,9
7254,2
980,13
29,7
5482,10
1334,8
3190,14
8234,13
9729,8
7302,8
4772,10
6055,15
373,8
5348,14
9008,12
6348,14
7737,3
7969,8
5836,13
1310,13
7099,12
6938,6
54,2
7933,15
7116,2
874,13
1642,15
1166,8
4378,1
3026,6
14,2
6247,10
5512,7
3464,9
8192,8
4193,15
2604,13
1362,1
5400,14
7657,10
9533,13
6911,10
1392,8
8066,15
2425,10
7105,5
5419,13
6129,8
3028,12
4425,6
9051,5
5345,8
5823,5
7327,3
4432,5
5452,3
5545,11
9601,14
2112,2
5745,15
2608,14
9916,7
1545,2
9779,3
563,10
3991,4
6715,2
6954,15
5499,4
9177,10
8435,10
1767,4
189,9
5201,15
1367,5
1276,10
1600,9
531,1
2665,15
2961,1
1804,5
8559,15
501,8
634,5
5888,4
5995,1
3110,1
3448,8
7080,14
9490,11
5659,3
6073,5
5045,15
2307,7
8850,9
996,5
8606,9
3480,6
3198,14
8931,2
4261,1
3566,10
3845,13
1591,10
6010,1
6526,7
2885,6
8481,11
4108,6
6856,14
33,5
4212,11
5138,6
1973,13
613,1
3514,9
947,9
5995,10
5936,6
1669,13
6530,15
6157,5
8719,5
3081,6
1769,7
2290,13
565,7
649,3
6600,5
931,14
4762,7
7982,9
4380,7
6531,3
5277,6
8006,12
6004,12
3611,15
563,13
7970,3
3573,7
9760,4
1052,10
4198,13
1627,4
1819,5
8037,7
6902,7
221,2
8305,3
2903,6
6343,12
9117,12
7763,13
9470,4
7582,1
9005,10
2671,4
8814,2
6789,15
6957,14
9200,9
8615,2
957,14
1490,8
3332,15
2874,4
9394,10
8776,14
774,1
463,10
3465,10
7723,3
5225,7
5824,6
3136,9
3241,12
5772,10
8086,10
391,5
696,11
7591,9
9084,5
2230,5
8718,11
3935,8
764,9
2545,9
6703,7
2916,3
2899,12
3613,6
9908,12
9722,6
7590,4
9282,13
4165,1
9350,5
8570,5
791,3
6595,6
5318,6
5509,4
5094,14
2978,2
4118,2
6672,3
767,15
4792,1
8983,1
2474,9
7236,11
4747,15
9065,2
5812,2
1126,9
6283,5
9264,12
4230,2
3378,15
2094,4
5826,13
2734,2
9388,3
8949,11
9204,5
7786,2
7730,7
2931,4
5131,13
8534,2
8969,11
1831,9
2930,8
7444,4
4627,10
4471,8
6561,1
1580,2
7959,10
6846,4
5893,1
553,15
3975,3
8369,5
353,9
5516,6
159,2
6553,1
1005,8
366,2
5825,15
489,4
934,15
8799,5
7936,15
5007,2
5015,13
8769,4
4424,11
212,11
4347,7
113,15
1921,14
5246,12
8821,14
6045,14
8631,4
1035,3
998,7
1702,2
3599,7
2257,10
2101,6
6427,11
760,13
1358,1
2960,8
